# algorithm: SMPSO
# population_size: 100
# num_evaluations: 10000
# run_idx: 1
# alpha: 1.5
n,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,F0,F1,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,cv,hv,icmop,ecdf
11,0.399325464470709,0.3392671248494691,1.4375001037831503,0.9983790281206216,2.837591581363832,-1.2784046139433527,2063.374420857756,1657.2817431257658,844.6277617108769,1715.4887303592795,0.9342045396512108,0.6999360016415184,0.0601563833806439,0.3192517779193012,0.0519485601501501,0.0104495306795885,0.001859599168686,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1112096150317886,0,0,0,6,0.35948291853128167,0.0,1.3594829185312816,0.214
12,0.6328643823141662,3.152487726505693,0.7851019436980673,0.912676210971051,5.528498661101969,0.8754721955818883,306.54872922399795,2074.3945822483493,2045.1865022873528,2052.867064799761,0.2458660865458409,0.0477999737596585,0.7267832734883938,2.75321529578354,1.653980491404712,0.0184292016814114,0.0132493461122357,0.0,0.0,0.0,0.0,0.1180178488868339,0,0.2687074829931973,0.0913089761210743,0,0,0,6,0.38106084164712384,0.0,1.3594829185312816,0.214
13,0.8998895078195032,4.735940476469555,-0.3872674707551851,0.2792355351001571,0.0609719326628773,0.6095175698099844,-409.4417166931016,1968.1249739679247,664.8620760900192,312.2332937049895,0.958388234697726,0.622543191924983,0.7215506819728738,1.8073745930904048,1.95145505343544,0.0121763561680989,0.0521205521123911,0.0,0.0,0.0,0.0,0.5491647259212353,0,0.1835535976505139,0.109146797149604,0,0,0,6,0.4024626541600796,0.0,1.3594829185312816,0.214
14,0.5124564572066241,2.8246560385526878,-0.0151832865811432,0.6317107593361476,2.953118711505996,0.0935241495102836,1532.266003349367,41.13902619870407,1872.887666850474,572.4962876152551,0.2427372373031625,0.7522443343395872,0.8941632367736018,1.0982170205190758,1.0024292850056151,0.0215559775119251,0.0869770743892819,1.0,0.0,0.0,0.0,0.0132758372833167,0,0.0,0.0667289918011206,1,0,0,6,0.47529440171084925,0.0,1.3594829185312816,0.214
15,0.1631709861649,4.413331858355328,-0.4961081304880346,0.4984670923388038,1.7910207982386073,1.4848856166182287,-37.61232464616029,649.474169885927,1487.5993447992053,716.4977877623612,0.7458050639952656,0.3788809019698269,0.134670553432999,2.859535009925989,1.710379083980993,0.0152634354154786,0.0288969954524603,0.0,0.0,0.0,0.0,0.295711849621058,0,0.0,0.0850892043986746,0,0,0,6,0.375341238471749,0.0,1.3594829185312816,0.214
16,0.6478219959852152,0.1933271458813578,1.1658447139835233,0.2529535287199168,3.569818033690318,-0.8957878844505006,1254.7517385911024,1362.8889368559207,-423.4895527216373,-51.71606025113272,0.4903278650214406,0.4446709462123246,0.5715522064234491,1.83903587257065,0.9214136409404908,0.0103841474053243,0.0740389574218313,0.2721269334140892,0.0,0.0,0.0,0.5232827839745282,0,0.0,0.1150916756287725,0,0,0,6,0.40650008194219944,0.0,1.3594829185312816,0.214
17,0.0587776373578962,3.3964523663035027,-0.3103443774442476,0.6175529411077773,3.257641439086622,-0.0017074298595807,-176.8479850087171,3.3126519523706293,170.01063705664365,502.2184670427682,0.4394475804751966,0.3827835020478872,0.0996671463326702,1.0506404331892276,0.947834134440686,0.0091066281803946,0.114557668760771,1.0,0.0,0.0,0.0,0.3575590025149704,0,0.491970802919708,0.0429446533984403,1,0,0,6,0.5230867328725364,0.0,1.3594829185312816,0.214
18,0.347647104262838,4.4692469560093455,-0.4832089630999672,0.6030830180150606,4.776934772348821,-0.1001111988066301,1043.0527046475572,1211.438637556058,-462.4912371504572,797.4511121013174,0.1039292661604194,0.3990991593438941,0.79706166392,1.409555665267045,1.5494715992778378,0.0155048695739277,0.0501062026621515,0.0,0.0,0.0,0.0,0.5531205266433153,0,0.158041958041958,0.2441653375136666,0,0,0,6,0.40913693071758467,0.0,1.3594829185312816,0.214
19,0.0968566160908743,0.7463225069029531,0.3886216627985113,0.442071689947957,4.628267224685208,0.7284784115522638,1909.81722798507,2329.242923744944,1753.582807555582,260.93083642629927,0.0382723025171117,0.3986875067485155,0.6069979149186413,2.54179908987463,1.4586694740746955,0.0251604065297907,0.0866015880643863,1.0,0.0,0.0,0.0,0.0,0,0.3099315068493151,0.0,1,0,0,6,0.4888195004029009,0.0,1.3594829185312816,0.214
20,0.4758311913034533,2.693160905899421,0.1686700017618374,0.0999868658064688,4.986372102641792,-0.4652460049856306,1528.3424156099727,1266.2697969756323,1567.2681558922832,462.45140349929466,0.3995254991251006,0.7476360684986704,0.5963005318851575,1.991821608076242,1.21270298253098,0.0173204291980793,0.0181680873975076,0.1008508471996979,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0,0,6,0.41769710865880577,0.0,1.3594829185312816,0.214
21,0.2073976883446416,0.3383371851333803,1.3707653956356944,0.5452951856893573,5.074798481055411,-1.0217359552962042,73.51073175921806,-6.668720447436613,-373.1696995120086,-247.09667400723436,0.9787918436267612,0.2538506246436959,0.5488058160741821,0.392000455466412,1.64005090776632,0.007189647436868,0.059191887691155,0.045305158830304,0.0,0.0,0.0,0.5264537312373418,0,0.0,0.1614654385072423,0,0,0,6,0.39607201932793457,0.0,1.3594829185312816,0.214
22,0.4152435675705307,0.3775118988725837,-0.3335322605330404,0.3482139532310473,5.325943304896575,0.8613358707823777,2347.318633412636,2042.0673231148096,1237.0251235218957,982.694278788766,0.4143078535760759,0.6343753295122254,0.6931884369586352,1.2621284280405636,0.0157355800223342,0.0216708623757056,0.0032984238507286,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0,0,6,0.4117647058823529,0.0,1.3594829185312816,0.214
23,0.1574726733020989,0.3745137666071779,0.7406343990647435,0.1023078551348314,3.3334144839833337,1.0468665188256994,-343.726407061543,107.75326298583286,1155.5821350136132,-422.88595368263327,0.0527851025797347,0.8510261066211289,0.926731715914576,2.429608912084228,1.0575679772814477,0.0121969939340161,0.0334390329207054,0.0,0.0,0.0,0.0,0.3420940654151007,0,0.6265560165975104,0.0,0,0,0,6,0.40992059305956535,0.0,1.3594829185312816,0.214
24,0.1614663810613384,2.5981459746179136,0.4478880149037616,0.9596412051896184,5.9544768188586765,1.381557968056287,-242.3974376593011,980.9746426804054,1494.6631939165818,45.75606478652355,0.6450659273911374,0.9252155196137828,0.4955069138903804,2.0455378788602654,1.7865450535566554,0.0147059187329926,0.0982929141816706,0.701775157314789,0.0,0.0,0.0,0.4104784230474967,0,0.0993288590604026,0.0837440343444753,1,0,0,6,0.48796038080983317,0.0,1.3594829185312816,0.214
25,0.1958129394304449,4.939867212592141,0.756026234050728,0.6269732357746444,1.1483328626598543,-1.5586399488115192,1671.238484121569,350.79071160070714,209.011510198256,2095.6150419043047,0.051550497619505,0.2162419819662238,0.7284385311622442,0.4238129172091043,0.6274156132386153,0.0097969675092114,0.0021890664306413,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1213772832852738,0,0,0,6,0.3600810166638397,0.0,1.3594829185312816,0.214
26,0.3929434757434534,1.589180597227835,0.7300210476432198,0.1051734024429649,5.203162148390777,-1.3421531483577365,1020.5485387624336,2071.5382009191976,1874.619422762576,560.8941651803273,0.3442822248065511,0.6365676414221564,0.7754599512556601,1.479966889559268,1.8511328291105136,0.0170009304362274,0.002061160209844,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.31051493787351175,0.563
27,0.7182538364910869,4.528185252225759,-0.619018321167439,0.1594348715584475,1.4318036484520544,-0.8896520755782986,1076.7296662879262,2329.095627533782,548.0826085244021,1470.2676778577293,0.0397750910095651,0.3262887432122596,0.676626317832732,0.7294846224364061,0.0948346406540323,0.0100133673957577,0.0114142357084472,0.0,0.0,0.0,0.0,0.1007884679317028,0,0.0,0.1264741788008921,0,0,0,6,0.36630956745485854,0.0,0.31051493787351175,0.563
28,0.7925832090708779,4.354742591602678,-1.3228872710013724,0.4760580807406551,1.6749952430001558,-0.7507990441232276,-127.05521348249516,1606.8872862894295,-248.9478294366776,1971.4377405690689,0.0232336795073663,0.727667833959556,0.6112941349616243,0.4065271021979217,1.0286282517525798,0.0068484491638559,0.0876309520839112,0.0,0.0,0.0,0.0,1.0,0,0.5075528700906344,0.0262147694004187,0,0,0,6,0.44316280232300315,0.0,0.31051493787351175,0.563
29,0.0316746293565181,4.058561622411689,0.454690232071584,0.98354323167821,1.966963616643718,-1.486808800216779,-95.04774570759554,39.15693247074637,2402.425879126973,-414.39908598254135,0.1154825532449361,0.4895303623276362,0.722641290039923,2.2375966069183275,1.7068917138062476,0.0134338210628468,0.0345942677863999,0.0,0.0,0.0,0.0,0.2895573062293549,0,0.462992125984252,0.0824616771740453,1,0,0,6,0.4608830064345678,0.0,0.31051493787351175,0.563
30,0.8975256963045162,0.554306549173596,1.0276716280806766,0.1706895382054709,4.3986890075044025,0.5924954636742967,2305.4058050322155,2194.8664712132177,606.3852193509817,2337.838456018356,0.5663412177321699,0.3336927003684357,0.2858216041414285,1.908883228642397,0.0317432963945405,0.0228143450733688,0.0164272660767879,0.0,0.0,0.0,0.0,0.1686338127991031,0,0.3350730688935281,0.0481718440420194,0,0,0,6,0.38540463092556765,0.0,0.31051493787351175,0.563
31,0.060602132039115,1.2831726014599971,0.3565427537499228,0.3861861970778911,4.3258034441213455,-0.650570970173008,2135.392545884371,-461.21532083821273,1679.7811083098786,1908.6462315711897,0.6403827151067464,0.5157242476234621,0.8394689626757318,1.6055085941443714,0.080834610292156,0.0279430396129085,0.0362241812905261,0.3569294465506322,0.0,0.0,0.0,0.0020337444863105,0,0.0,0.1132658837010186,1,0,0,6,0.4395428867492918,0.0,0.31051493787351175,0.563
32,0.8251640609775664,5.439911947681458,0.4455218800557428,0.0581624231323586,0.6809273453982475,-1.3757049511171728,-356.2148272206711,1620.1452090488915,846.6156718456245,1894.322882764052,0.697257424754288,0.3090047295959018,0.8612630088370162,0.7769977041924486,0.3321980650162928,0.0073141515495927,0.0866991923436808,0.0,0.0,0.0,0.0,1.0,0,0.7704081632653061,0.0,0,0,0,6,0.45708283313325326,0.0,0.31051493787351175,0.563
33,0.7120502617375049,0.754712538038619,0.5311103598239058,0.9022852178177052,1.2286048034282269,-1.412737704310517,964.9057462878676,-401.691781101518,944.0603906924472,1737.0322927284178,0.9388040735876368,0.2131099263449123,0.849135795989106,0.9026540715831224,1.305308975834884,0.0098418672934391,0.0140092997909073,0.0,0.0,0.0,0.0,0.1205958797625025,0,0.0,0.1256480014803866,0,0,0,6,0.3674261106613464,0.0,0.31051493787351175,0.563
34,0.2644019650587479,5.476086996280534,0.9822177956718828,0.4168803915035798,4.05130422712647,1.5474559859990604,920.6462954505188,-379.25593756588927,1811.4776316031475,1565.5321189980025,0.6999104961415731,0.4117901587092535,0.6946789625493405,0.7923937556475009,0.0298781471356925,0.0097173824882603,0.0132051439733435,0.0,0.0,0.0,0.0,0.1249281086810135,0,0.0,0.1240013999410218,0,0,0,6,0.36758408874247267,0.0,0.31051493787351175,0.563
35,0.6814756037062936,0.2636068230498483,-1.0591266218154227,0.8059564912371938,2.1849124859476072,-0.64349778679021,872.4038087743966,1745.458893344549,1669.0976497371444,1469.8870058591003,0.4757518245160739,0.3130384876260395,0.7567243035338634,2.852621407474068,1.161315394250488,0.0167032462959094,0.002155938970939,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0652194384490989,0,0,0,6,0.3567776140264176,0.0,0.31051493787351175,0.563
36,0.2432763702653225,1.8969708324733936,0.0398934430423492,0.7833548912578142,1.8132843797421008,-1.1473663747502385,1351.245624597906,1451.9714223145324,-27.57057159939336,1241.939471307648,0.7554475850273259,0.7164330604063694,0.8345948732177016,2.549069626723932,0.4602994855017841,0.0096225522029365,0.0273916775263543,0.0,0.0,0.0,0.0,0.2978107460757138,0,0.0,0.1171388721404709,0,0,0,6,0.3773499775421285,0.0,0.31051493787351175,0.563
37,0.1699866978918783,6.2701299869001605,1.1591592549722027,0.3526460163592847,4.119643728683333,0.4346267586996131,206.61275884791667,2370.215953466051,15.72682263344916,872.1980950750792,0.8012013905266304,0.2406974177803978,0.7867694050763797,0.9523185849192948,1.7747329415562991,0.0075544894896547,0.0436272673572541,0.0,0.0,0.0,0.0,0.4389995085393439,0,0.0,0.1524185763710766,0,0,0,6,0.3877304755829659,0.0,0.31051493787351175,0.563
38,0.2108155541591252,0.6396581626596306,-0.5958437289006953,0.5455669483771102,6.035851520412492,-0.1957380797564729,2231.0289047851725,541.1989331251734,1753.6578063045745,354.5579737720009,0.9616791153835194,0.6498301258620339,0.1341633520587467,1.2263511761317438,0.1702920619145795,0.0204483066306374,0.0839434039053044,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0,0,6,0.47058823529411764,0.0,0.31051493787351175,0.563
39,0.3758277528330693,5.24188733665622,1.3276866364475717,0.3069495484682711,4.626127104110658,-0.902635746796102,1448.592821725662,1850.6133810433844,507.8489814712509,1746.5780580763385,0.9056026074090998,0.8832126194429774,0.1978341151625001,1.9320374084684309,1.3049571176209094,0.0115759257924787,0.0181032634502441,0.0,0.0,0.0,0.0,0.1564309661646558,0,0.0,0.0997014247363322,0,0,1,6,0.4268313171118228,0.0,0.31051493787351175,0.563
40,0.5191088188315264,2.93075215404382,0.3741632727607888,0.6076617841737325,1.487311350997787,1.3895572738149964,1307.0094776566689,189.04964421229147,709.8861638519613,1970.7792254528424,0.3844695544270665,0.2835091830926242,0.2144205894537183,2.83604868914174,1.7217206495971948,0.0187406966001779,0.0971130266187957,1.0,0.0,0.0,0.0,0.1565789933317173,0,0.0,0.1765823963528699,1,0,0,6,0.4901859640990934,0.0,0.31051493787351175,0.563
41,0.7432768557519067,1.5693728713950768,1.1347236080729104,0.3454200270060155,0.2164449601914179,0.1491990867970383,1703.5342208974953,-237.92265118511943,-320.8974970853259,154.94099001943323,0.2343836437706138,0.9414904107325492,0.3725164494899535,1.4030887606735534,0.8114227403143606,0.0211399026327898,0.0548551390426556,0.0,0.0,0.0,0.0,0.6042915878091327,0,0.3278688524590163,0.0667532400735724,0,0,0,6,0.41170080472598364,0.0,0.31051493787351175,0.563
42,0.4387182319351782,3.5524372537153743,-1.121666811451518,0.7124642330510597,4.257942451425083,-1.3598627501137497,-22.4636219575832,1067.788960854486,1991.8377076583256,816.731083339864,0.7205449779975617,0.6886808389467386,0.1415137650476051,2.860572128273533,0.5529134053853848,0.0209414548025104,0.1108917732107958,1.0,0.0,0.0,0.0,0.3215277103948957,0,0.0,0.2193976665766649,1,0,0,6,0.5024073751159742,0.0,0.31051493787351175,0.563
43,0.9033260522609012,4.148598172302267,0.9262551220934232,0.6937983801120641,3.1811806671457243,0.137868489286107,1635.8730312889377,52.97063258469677,2447.551131601355,79.86946297329246,0.6407628629747918,0.400877707561493,0.3564057829806614,0.003203322849714,1.999271602239419,0.0105257497281587,0.0025812467470801,0.0,0.0,0.0,0.0,0.0007655374902412,0,0.0,0.1202177146456806,0,0,0,6,0.3600578383609366,0.0,0.31051493787351175,0.563
44,0.6625927693226419,2.655098783919839,-0.445435325577068,0.4260079117566866,3.4411727744378555,-0.8013069814309349,491.7805839885072,-30.1217111971319,582.4303068301458,657.3875002559662,0.4713843837013296,0.3031692601071862,0.4316824401995728,2.072587372859636,0.4346221740847218,0.0115677027972975,0.0533711797334382,0.3803664985849725,0.0,0.0,0.0,0.1744965508600089,0,0.0,0.0969151484005076,1,0,1,6,0.5089281292850288,0.0,0.31051493787351175,0.563
45,0.6902755484627912,0.326904045861957,-1.0991741639097166,0.4869055543996182,3.080042361263024,0.7972931270535377,-225.2402397646157,2337.006782776179,-340.7053395051089,943.443299261324,0.544583434889603,0.9892412512435064,0.8174951940218025,0.8432691037285032,1.5221792020783558,0.0078970304624631,0.062428593362006,0.0,0.0,0.0,0.0,0.6856060292766238,0,0.4938574938574938,0.0602856722282889,0,0,0,6,0.4258675997272004,0.0,0.31051493787351175,0.563
46,0.0216404752289153,0.3021219106799067,0.3899479138573274,0.4089127580298797,3.050188917162905,-1.39346421355043,1782.3328644480289,-476.4413565139354,1931.722666517204,488.8762831412234,0.1214354143866514,0.983011838509712,0.5274678646191843,2.3381803162719086,0.9563264923950072,0.0259783150056956,0.0901509897510523,1.0,0.0,0.0,0.0,0.0332644502956247,0,0.4768713204373423,0.0526857613961629,1,0,0,6,0.50369538424289,0.0,0.31051493787351175,0.563
47,0.4667292338539085,5.675245410516476,0.1244100516505002,0.2722407725059138,5.102745649841983,0.1738846381401806,585.9538989887881,572.6377282766332,-200.0512485110792,81.95729373336678,0.3708272057054154,0.4776961988953835,0.4672079748885125,0.1660321419555911,1.1821283551774493,0.0081323903761043,0.0114897322241309,0.0,0.0,0.0,0.0,0.1096863212120997,0,0.0,0.1471979158184342,0,0,0,6,0.3680520139429726,0.0,0.31051493787351175,0.563
48,0.6873241171839118,3.8406001165934263,-1.2020552740710229,0.7767844188968477,1.5524761886931988,1.5551814154934909,2238.187449189841,2139.969912200973,1201.6245088296998,966.1538625081076,0.1704368473429784,0.4680918719965641,0.7123324621921586,1.5658696861170422,1.2573013848927606,0.023546146763745,0.0031292012892616,0.0,0.0,0.0,0.0,0.0,0,0.2222222222222222,0.0056376558939405,0,0,0,6,0.36634469871271547,0.0,0.31051493787351175,0.563
49,0.5008944829044496,0.4335295489974041,1.491135348679879,0.6843828011493341,3.707784140771953,-1.1534455523628182,1930.727920675441,461.2030357257162,2352.1549039564734,1737.2612634390034,0.6840399907491146,0.4205588482170959,0.5094424453277729,0.392280355364989,0.8735617558115454,0.0104143041093739,0.0025887573940129,0.0,0.0,0.0,0.0,0.0,0,0.0,0.112226137692956,0,0,0,6,0.3595427139819386,0.0,0.31051493787351175,0.563
50,0.2713213372301016,1.4219805595429151,1.0286202718269934,0.6186889104510754,4.594303258002162,0.8443269956911976,-111.6826522795007,229.70835107705875,699.7361222140507,387.8553625649769,0.4467410102500126,0.1082840862691778,0.179157008285132,1.066252404131589,1.7402529975443617,0.0099162984953009,0.0287350185249689,0.0,0.0,0.0,0.0,0.298786150521095,0,0.2953125,0.0813543545969566,0,0,0,6,0.3926737061834148,0.0,0.31051493787351175,0.563
51,0.5562568676773092,4.502610024529452,-1.301865355744291,0.2550251129658775,0.4917954169475406,-0.7659050923847295,-148.98311732470194,471.197046644972,1162.2184841066687,-262.6356428119987,0.6215367965897577,0.6216831687875315,0.3265008871624423,1.9942167371273345,1.917822066299956,0.0140260663619861,0.0361602619880963,0.0044430155275792,0.0,0.0,0.0,0.3190887862200502,0,0.0,0.0768696716662767,0,0,0,6,0.37649420431846503,0.0,0.31051493787351175,0.563
52,0.1190758334750754,5.251794291021425,0.8393717442746924,0.5275641580811589,4.5606005376883445,1.0451469491659502,542.8078058985041,2467.234173707346,-164.9447678361584,974.6102716157476,0.915947202214703,0.774961026960861,0.1453653221563563,1.808993490519685,1.9730246597129624,0.0067346176399899,0.0507125458257306,0.0007342914745224,0.0,0.0,0.0,0.4869771847673409,0,0.3869653767820774,0.0,0,0,0,6,0.4043927560602318,0.0,0.31051493787351175,0.563
53,0.9412186854745664,3.004029056046215,-1.5430167957535188,0.2870428145693841,3.156791905094876,-1.055073093964546,2339.149601648068,1792.9010981954116,1529.6553189353658,1367.4133544379754,0.3605216431133988,0.2341400616065992,0.5723624982985828,1.3601715362943554,0.90294910499539,0.0231061187450575,0.0032081680268291,0.0,0.0,0.0,0.0,0.0,0,0.1684518013631937,0.0433202267163349,0,0,0,6,0.3653983545929135,0.0,0.31051493787351175,0.563
54,0.5627643253028611,0.999234498172756,-1.2208218026555837,0.527546147731322,4.932248896041932,-0.9775803991245658,1834.7090519114493,11.492323145763294,1377.893896253702,-451.0441849154116,0.1602572047372183,0.9831735793644256,0.4676937742068753,0.7451463201262921,1.4190274070837632,0.0094261133589042,0.004352751427312,0.0,0.0,0.0,0.0,0.0,0,0.0,0.122351392068247,0,0,0,6,0.3601383171804851,0.0,0.31051493787351175,0.563
55,0.7659201716193098,3.0817203746621464,0.0692773367015566,0.7447672197878493,5.324964642878535,-0.6525051368255927,1990.6119988117275,596.8631649187846,-39.94633386566193,-464.5210352891651,0.3980031249457532,0.0040116374031998,0.9046395069736785,0.6038658173613175,1.2485143565805707,0.0106389969478258,0.004347568480793,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1095442938544967,0,0,0,6,0.3593849584620292,0.0,0.31051493787351175,0.563
56,0.2819221204620591,6.154801156736258,0.1184723692244682,0.1488560930738083,0.8713748096677003,0.3991646688981964,2065.8394525316958,758.3235334644444,902.4617697290512,2257.590925128758,0.060190928862072,0.0873648112523938,0.9311626685044296,0.0217102961599299,0.3743043054193919,0.010809431188172,0.0015494559317565,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1049837232575675,0,0,0,6,0.35911668960338633,0.0,0.31051493787351175,0.563
57,0.1324932118549463,1.4567332014282512,-1.3168803684246928,0.1794766631064378,5.748790464764718,0.3379252729956692,770.1833140159886,2105.071966370433,700.611187662181,2466.194987190684,0.0561141393525052,0.817767719400749,0.0319887041982264,2.2078248970763044,0.4107720440485212,0.0155685120646227,0.0975068449313227,1.0,0.0,0.0,0.0,0.1600749736351181,0,0.4202719406674907,0.0721410480285244,1,0,1,6,0.5677934095488901,0.0,0.31051493787351175,0.563
58,0.3076833317134315,0.7892881642857804,-0.8048023312686229,0.6176100300309586,2.106313139318015,-0.4523338140461801,1190.3033279233648,8.739033877250733,2458.575310661329,-106.57160967738253,0.8379951811571067,0.9136682721945368,0.3297791807078289,2.1793368248662417,1.5633866408877155,0.0267365388646342,0.0161579775541068,0.0161300304558871,0.0,0.0,0.0,0.0589437476754984,0,0.2835463258785942,0.0499848350682835,0,0,1,6,0.4358002905340155,0.0,0.31051493787351175,0.563
59,0.7806909880997902,2.0842685205032523,0.590583914672262,0.890327090629211,3.363737418041602,1.5664963435484252,123.01535881835082,1992.865372387936,1189.1441947356752,479.3200033987921,0.2643185495209215,0.5608950821871569,0.7602274795118606,1.6884890536055936,0.9484031371773528,0.0115410298359545,0.0220851609632104,0.0,0.0,0.0,0.0,0.2299275184534113,0,0.0,0.0965865242081747,0,0,0,6,0.3721478848624462,0.0,0.31051493787351175,0.563
60,0.4986126719806015,5.571949832809811,-0.2825341214074353,0.9494600275644074,1.147626454203165,-0.3559284632180963,588.6000853012065,-58.2524016280538,2408.0656128756063,1502.457300827298,0.8995293901727751,0.0473124736578088,0.281593463638324,0.3787956967496252,1.337505057693222,0.0088894966122207,0.017930167865453,0.0,0.0,0.0,0.0,0.1590310551673558,0,0.0,0.1333748828803056,0,0,0,6,0.37014152576750947,0.0,0.31051493787351175,0.563
