# algorithm: SMPSO
# population_size: 100
# num_evaluations: 10000
# run_idx: 3
# alpha: 1.5
n,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,F0,F1,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,cv,hv,icmop,ecdf
13,0.4883075842359664,5.406012658117557,0.980135675362729,0.7007097930608093,1.9501463691697851,1.3074960207377324,553.8133202672664,177.81957930145745,-239.2929977600399,1664.9792101057478,0.9086993995204052,0.5174831652707975,0.854679240557387,2.809425655880632,0.5144983652866171,0.0088344400469216,0.0496428525983459,0.0,0,0.0,0.0,0.4851927694420967,0,0.6818923327895595,0.0,0,0,0,6,0.4215932413077445,0.0,1.0,0.333
14,0.2358190788209453,5.150858955371667,-0.9278718206140908,0.5706993637900076,5.859932231191713,-0.9235271318053182,1515.2877214023626,704.7238194733679,1908.7338221176333,1687.2179140388605,0.6258715307578894,0.5389957608578394,0.6639869404300575,2.728664438333535,1.5413871762086158,0.0225707331689789,0.0073165169721964,0.0,0,0.0,0.0,0.0,0,0.0,0.0878397112997995,1,0,0,6,0.4169317477235176,0.0,1.0,0.333
15,0.061433250134261,1.1068303064679232,-1.2117713248725992,0.683640082767424,0.7295039599836661,0.4528047265450405,1734.6878423681896,978.4213187994508,87.57487724084922,1855.0177809968689,0.6346725468943097,0.8319156399761936,0.3380111171577534,1.1302478249535164,1.6888650907694571,0.0133303064429209,0.1067364347686583,1.0,0,0.0,0.0,0.2532239360393493,0,0.0,0.0810660766531185,1,0,1,6,0.5490758830995569,0.0,1.0,0.333
16,0.8771661243618868,6.27812041302275,0.5799796853041497,0.6499907105390414,5.449951270726362,1.0363230551739586,2303.3913638332274,125.65292855151438,1891.559632343978,1709.039731345396,0.2419648294814564,0.2953022951430535,0.4976281804959988,2.085168399973404,1.699560195291825,0.0286865784297431,0.023618409067127,0.1956165460582307,0,0.0,0.0,0.0,0,0.2044334975369458,0.0791945973020551,1,0,0,6,0.4399555671116019,0.0,1.0,0.333
17,0.8288901507854173,2.081530789291228,-0.590855678508972,0.2103626932035489,3.347406334000918,-0.4667485898457655,215.86838015312128,743.2442991279208,1620.7386675437533,115.6616599363033,0.0496017011440614,0.8860817079876834,0.3301606529765065,1.637319488521042,1.7192318490504872,0.0091192998322563,0.0219099550731197,0.0,0,0.0,0.0,0.2067471410816705,0,0.0,0.1260303241954319,0,0,0,6,0.37251632148688835,0.0,1.0,0.333
18,0.5715871945305909,1.6596859884543096,0.6815420505949192,0.5344402025415461,1.0187593632482166,0.8404306207237049,2355.536986261489,1249.8394422666197,-433.06015922579365,480.7430390020569,0.4496388447907516,0.6858067064760336,0.1196791240044989,1.142947730408157,0.1618523740392743,0.0160557896104169,0.0604530891017647,0.0,0,0.0,0.0,0.7031074605191705,0,0.0504201680672268,0.0,0,0,0,6,0.3972663310933175,0.0,1.0,0.333
19,0.9536940444490823,3.4696482433617364,1.0785731469390365,0.9954980754729876,0.3972832127366906,1.1005702219207358,-21.892743534616105,2223.112838520391,1858.828860232497,436.9762070296574,0.2098763835429675,0.4868540798071166,0.5390582546218142,0.90119029028612,1.615222674076563,0.0076276968101491,0.0541218271909749,0.0,0,0.0,0.0,0.5820109041648901,0,0.0,0.150718328267006,0,0,0,6,0.39604289602540566,0.0,1.0,0.333
20,0.9254239920725468,5.524517253739268,0.1663251281375672,0.6739876299412437,3.283982504737749,-1.208091842154826,-243.07546891790264,-28.347471636054763,-231.54200480545683,374.0561123447424,0.6669330294674467,0.9061844393019056,0.9380699317064928,2.454886277818734,0.3486813812469955,0.0094754940425269,0.1510164003373744,0.7488298631322031,0,0.0,0.0,1.0,0,0.8073248407643312,0.0,1,0,1,6,0.6209502766997962,0.0,1.0,0.333
21,0.2400483893704617,2.731402046686209,-1.0723613036257305,0.240875360893361,5.014797466384886,-1.3599271482521322,10.526943898341528,1809.873524751979,1349.299309827627,327.1008337720575,0.2097007459417477,0.6403928612824458,0.2675612982618767,1.302750877228016,0.3666452545081364,0.010586647188993,0.0447803685688089,0.0319653731279154,0,0.0,0.0,0.3777070423365895,0,0.0,0.1109126150828465,1,0,0,6,0.4423873547380795,0.0,1.0,0.333
22,0.0869704406367358,0.7279322465417621,0.0590134815850373,0.2381722890317803,5.77687829577795,-0.5637001050320734,814.4512445735154,1334.3857694894848,728.7422740325248,-426.547191802397,0.8427259372262373,0.1586829829990141,0.7772973871640916,1.6872270316471272,1.994665862802515,0.0164503469124639,0.0131722426161318,0.0,0,0.0,0.0,0.0431258691528985,0,0.3040201005025125,0.0681266743379648,1,0,0,6,0.4361925084701986,0.0,1.0,0.333
23,0.5941051431997448,0.6543257269712581,0.9237961365575496,0.6291149668179642,3.956244728394788,0.7397321181793872,1460.6087391719186,-303.69489319235254,295.59345360193936,395.13902930197264,0.3596230000710245,0.105310117381442,0.0432490936393723,2.850207011376932,0.6750594646828039,0.0173040540057118,0.0063950114257888,0.0,0,0.0,0.0,0.0527203870371031,0,0.1719745222929936,0.0761624054583409,0,0,0,6,0.37063866557579045,0.0,1.0,0.333
24,0.3187352926381187,0.4221472170049976,0.2563264188446694,0.0649637459295402,1.4290138996162496,1.411040327093735,-42.79686775756397,164.07592720977198,1411.0430537875172,2200.1485786466724,0.2087983994817028,0.7950574333202047,0.5803439787477666,0.3666607428152869,0.0139485718457537,0.0077849302162384,0.0641674838197826,0.0,0,0.0,0.0,0.7050735435280233,0,0.213235294117647,0.1512721200660435,0,0,0,6,0.4158577033948067,0.0,1.0,0.333
25,0.4158286834385727,2.0264461431447978,-1.4295758209558729,0.6878801960916842,6.035847331847325,0.244115117370899,1338.419795989852,1071.5537294194469,1557.8030361546907,-115.155532083534,0.4609459203230709,0.8380999837989818,0.438591312570477,2.475327388316418,0.6702166665578686,0.0176600263996738,0.0098562639904016,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1,0,0,6,0.4117647058823529,0.0,1.0,0.333
26,0.3620163464587712,4.719920103210006,0.0604007438201139,0.7364574688148722,5.325845973228293,-0.4561863850888177,614.3151351533882,1993.5355129978836,1881.25844963518,70.41117632296823,0.8286460211863454,0.312451825645156,0.3241233086853277,2.81146869890166,1.5263946160631454,0.0205235767627851,0.0470458125591613,0.4846789528569095,0,0.0,0.0,0.0,0,0.0,0.0,1,0,0,6,0.44027523252099465,0.0,1.0,0.333
27,0.709323230946675,3.662658363450311,0.9513448567618976,0.9917810144394118,6.1342769903314,-0.4260488451266979,1198.831821077501,-381.90902599301967,331.47610842695406,252.5025788967265,0.2546350900697848,0.5386231231874443,0.967556262067008,0.0336085246363294,0.7899753553360795,0.0102158100026811,0.0101575598340533,0.0,0,0.0,0.0,0.0885699907099174,0,0.0,0.1240038146904086,0,0,0,6,0.3654455179647251,0.0,1.0,0.333
28,0.0611570450367223,5.056447073360296,0.0365139542264167,0.6284861773307512,2.155938089147001,-1.3279951380093404,1589.5684625193194,294.70645741150497,473.66939828137527,298.5983797932719,0.0959931414001711,0.7690317705419224,0.4826333299467203,1.7990416285797377,0.7395323604782558,0.0183758502573388,0.0061063878064374,0.0,0,0.0,0.0,0.0,0,0.0,0.090473225015067,0,0,0,6,0.35826313088323924,0.0,1.0,0.333
29,0.2485634068105785,4.038627429099042,-1.0762857473908585,0.181167915630051,5.013730016276665,0.2489373824752196,1747.6026459183222,1694.2373500996564,1540.1157588751214,959.0567000555108,0.0785026949782143,0.7962044132396698,0.3541917134071323,0.0008165198140935,1.497999273252821,0.0098615528248201,0.0035710103812238,0.0,0,0.0,0.0,0.0,0,0.0,0.1184963637037389,0,0,0,6,0.35991155080610227,0.0,1.0,0.333
30,0.4126309045891838,0.0850708063393518,0.6846094909461415,0.1019167189292248,0.4598689970086266,-0.4306966681307049,2235.271662093942,363.1224583704532,836.2657318398155,1783.4365963813193,0.28306836311573,0.918950288971242,0.8174241297889528,0.538510799144376,0.8047229705560166,0.0107290994635105,0.003942753484102,0.0,0,0.0,0.0,0.0,0,0.0,0.107949333332899,0,0,0,6,0.3592911372548764,0.0,1.0,0.333
31,0.106740158309626,2.3170380210508728,1.075281571536284,0.0383629470843309,4.399600977772276,1.5057319430562637,1411.0420624993246,2247.109096491189,493.63374029830845,228.6216956883959,0.6752650686095868,0.9811180548191972,0.4903313026957854,0.7566482224879687,1.1162064223581998,0.0105113240096133,0.0087306448258655,0.0,0,0.0,0.0,0.0535205783736418,0,0.0,0.1253048664478317,0,0,0,6,0.3634603202836161,0.0,1.0,0.333
32,0.5952786361124319,4.426725177928226,0.7218589089362091,0.5386750008871108,5.573172584323843,-0.2098109171889193,1583.60001979472,1761.6584018270532,1020.763457216636,1459.357021440014,0.4160959291573302,0.582990310465761,0.2785673543081064,2.966805028777091,1.2817891016852614,0.0170780038693661,0.0058038549056701,0.0,0,0.0,0.0,0.0228404422719292,0,0.0,0.0831382261103882,0,0,0,6,0.35917521578719513,0.0,1.0,0.333
33,0.2060897284762687,4.75072329704346,0.5802955627746433,0.884163249342939,0.9880923346699184,0.6937971071167719,170.25163569352344,1890.9291172647577,2491.5351168725965,-225.20177934648345,0.0698292822008345,0.4140482105795514,0.6191196394083823,0.5755584276233694,0.3578965737117425,0.0074289033158772,0.0409223877884613,0.0,0,0.0,0.0,0.4101953592039653,0,0.0,0.1555327877229874,0,0,0,6,0.38621930276040894,0.0,1.0,0.333
34,0.4219477995092415,2.771204292952525,-0.2759832458452915,0.2669665637772519,5.3964457339516825,-1.223305951618625,2088.3741772883704,931.9534650647464,-290.9484955870992,32.09196191333069,0.2619613881603441,0.7187651233633641,0.9659509224471468,2.3548217697770646,0.1180213745880698,0.0186109556357423,0.0460320030596396,0.0,0,0.0,0.0,0.5099297605701801,0,0.0,0.0,0,0,0,0,0.029995868268834127,0.0,1.0,0.333
35,0.2566031390990491,2.5540539173096017,1.4622747196595256,0.0106417008258001,6.250163651677148,-0.5941964132263753,1188.9327833765185,15.997317772326824,1674.0382364589764,1342.37125860855,0.0915038550502909,0.280179504419747,0.0883498598731453,2.3756369620891533,0.6568384392967259,0.0196902000038116,0.0833404166010357,0.9259131944070412,0,0.0,0.0,0.0582868510579467,0,0.0,0.0662331991376744,1,0,0,6,0.47355489674133305,0.0,1.0,0.333
36,0.5608886345705058,3.1494342110891376,-0.0786256414342903,0.6873980259417394,2.5070229720530217,-0.958397383335972,618.2329472340673,1474.4565472191312,56.6733319809166,2017.6625652354724,0.7724645203975081,0.0741356517880474,0.4470599528638695,1.7143818780776114,0.0280235188320665,0.0116342810253466,0.1086152509310744,1.0,0,0.0,0.0,0.2582164995591562,0,0.0,0.0964073488331888,1,0,0,6,0.49144846167013795,0.0,1.0,0.333
37,0.3467928493097696,4.8093031984796015,0.0776234959185446,0.0360672374722812,1.0995415530916173,0.6036868250737175,-20.759913796232752,33.65656006863617,178.17679410461267,1179.5264713728525,0.8495921761724492,0.3722149714382086,0.5775571422716583,0.6950686228233478,1.0068724701887763,0.0076797660119453,0.0577489664842699,0.0,0,0.0,0.0,0.6259282602420927,0,0.0,0.1491924151622221,0,0,0,6,0.3985365103179009,0.0,1.0,0.333
38,0.9087154327220788,1.8767056408873248,-0.1928336239876107,0.3533543074456124,0.5531066924882394,-1.2356964601146263,1465.8045867212577,455.7823321965208,560.0979827831829,-130.68804558654455,0.5781033282759813,0.0043660107365133,0.6087198063944976,2.0635329909143425,0.1936838713466182,0.0167959991862216,0.0217307678416385,0.0982105845644628,0,0.0,0.0,0.0228919030224291,0,0.0,0.1023082244624224,1,0,0,6,0.42490651247348904,0.0,1.0,0.333
39,0.8931981622232725,4.969627855697221,-0.8788051066190796,0.8963125212566005,3.672657648139938,0.1780171798557892,678.7084160926761,566.8605255476368,1871.9156948618624,2173.0038653707634,0.6883047849964616,0.1369681334257985,0.5358402889705811,0.93466423557064,0.4136066695618376,0.0083809110433937,0.0109847289948253,0.0,0,0.0,0.0,0.0872788191895747,0,0.0,0.1430287221353872,0,0,0,6,0.3664886789014683,0.0,1.0,0.333
40,0.5781472907716944,1.4292500529381718,1.01390804947658,0.1242938119115497,5.667573621479574,-1.1359479859813826,745.7644721986442,1201.2964023832117,399.9547799004599,-15.529032674894893,0.3219839113849766,0.2660527999919744,0.2968541491063255,2.738150863896109,0.9883680254680433,0.0109570014954304,0.0064891251753034,0.0,0,0.0,0.0,0.0510181113369488,0,0.0,0.101728576663858,0,0,0,6,0.36192627576475334,0.0,1.0,0.333
41,0.8875459994066687,0.4100174200409728,1.1390685891681396,0.6443345146437012,0.9759898219623672,0.3381534125136223,2003.416625975928,562.8300340204685,-135.7958084761092,-134.8564482162049,0.4495390630809264,0.7412426342238196,0.1591177086246935,1.5368282033698444,0.5814338338500293,0.0175920319765055,0.0331383619817792,0.0,0,0.0,0.0,0.3824497200286489,0,0.0,0.0,0,0,0,0,0.022497042354626406,0.0,1.0,0.333
42,0.5951276209851666,4.58778019028797,-0.0720780004988701,0.7081982789735812,1.763185986273185,0.1636579077185822,778.1580563398579,-293.35470734323235,1027.0214897996402,1375.5962152749703,0.1260925616350318,0.8517509561174247,0.2411346165515442,0.7268850391314036,0.2811935569556638,0.009396577678891,0.0140877160642552,0.0,0,0.0,0.0,0.1444581572699553,0,0.0,0.1287681732846844,0,0,0,6,0.36901331356203765,0.0,1.0,0.333
43,0.8056769579827229,0.4363651936963042,-0.9133089361393284,0.3800278341947195,3.1712085093791,0.7528441178891092,-107.73998317978992,2439.57677595066,1524.4125118398583,1496.8724797162413,0.1133949706803485,0.3465687815376853,0.0834129973075015,0.2133243605809429,1.989553888001244,0.0080221538865596,0.0542937963796547,0.0,0,0.0,0.0,0.6102113294058242,0,0.2422802850356294,0.1459257826192942,0,0,0,6,0.4116716115918087,0.0,1.0,0.333
44,0.0971385749506064,4.746394195636952,0.1373198006259828,0.3423366026286872,5.354379386629904,0.1765671882109316,-112.04385899577528,1732.6831870568467,1428.9537354320162,1075.8474620869822,0.6508339608503289,0.4448662643330879,0.3781414484833925,1.0785822496844764,0.2092664556129093,0.0123312175689139,0.0694258043166432,0.1567875267656663,0,0.0,0.0,0.5715004185253395,0,0.0,0.0,1,0,0,6,0.4546051732524121,0.0,1.0,0.333
45,0.2471997501710602,4.874568199167505,1.1509996150989936,0.5453752550421052,3.226443875387767,-0.2869998136717422,197.18680253450705,1319.605552132855,2479.6836547583707,1279.8521349793564,0.6671639254984297,0.9991516837392352,0.1875502474930738,0.1791325628237889,1.008339483474865,0.0070688272970376,0.0322359706973832,0.0,0,0.0,0.0,0.3593213062141198,0,0.0,0.1655133787814554,0,0,0,6,0.3838138049997397,0.0,1.0,0.333
46,0.7763055202963588,0.0998973121571568,0.6262736053910465,0.012582713550719,0.1556057549971605,1.5260305377681878,809.3770801701221,-198.81525718505455,2489.5897530203683,931.8135952579768,0.8481261562417093,0.3770335831065163,0.5233082770106247,2.520775322251104,0.0235742135564296,0.0270734149781224,0.0152144522014109,0.0,0,0.0,0.0,0.130913972773845,0,0.2187742435996897,0.0452133024322877,0,0,0,6,0.37617067757681305,0.0,1.0,0.333
47,0.4317996372744136,5.784350943181835,0.8059105617486768,0.7917418203455271,2.739297392184519,0.5777259486034927,644.795083979136,194.06139849181957,-224.6788757710293,1300.1385380160143,0.3968702436377034,0.4229941326856743,0.6455916249390664,1.344093694310855,0.4561975744413469,0.0097704035364387,0.0439469146403933,0.0,0,0.0,0.0,0.4919055903853289,0,0.0,0.1230672016189802,0,0,0,6,0.38911604658848875,0.0,1.0,0.333
48,0.4598766910254566,2.0341571262361207,0.3934651996915439,0.8869771409755173,2.746030255771909,0.2076494990438435,1878.214467771701,1160.9691770946406,456.3144570626889,834.7442452483108,0.2932120648708868,0.6872147182589647,0.178873867114552,2.8030154695293388,1.4064290927588028,0.0170630506526653,0.0044134458421565,0.0,0,0.0,0.0,0.0291058487136209,0,0.0,0.0490570657581675,0,0,0,6,0.35753899496892877,0.0,1.0,0.333
49,0.084095471257407,3.2000667356724537,1.5651347196629106,0.488444382340003,4.907465114641123,-0.7239785630892825,-124.94750714978476,840.4841682977265,1726.2210011507457,1839.686033980818,0.0016431705500981,0.0114950647600419,0.7856911658680495,1.928691365969458,0.5109105041366482,0.0098637393485802,0.1143584787629663,1.0,0,0.0,0.0,0.34165369491675,0,0.4576,0.1225540455831388,1,0,0,6,0.5248122200294052,0.0,1.0,0.333
50,0.7316504571327078,0.2695552363926781,-0.2139166075442773,0.9956672743907616,4.61443106063594,0.2224968064923187,1434.8356199655825,2084.506649331552,1166.0352643900078,925.1763471567252,0.4529800092650629,0.9416656544924414,0.0449526391869726,1.794569357744908,0.5764744852907149,0.0169947704386322,0.0512297381044019,0.5624249604673303,0,0.0,0.0,0.0,0,0.0,0.0361975273981618,1,0,0,6,0.4469777934038525,0.0,1.0,0.333
51,0.2727439100411708,0.8120702169337368,0.6817366851913675,0.910464032908386,1.3355019307211853,-0.5036146871115168,1596.610139481229,-212.2922476341548,1246.9291898571134,2439.395389063591,0.0864000060973806,0.5425532969182894,0.0660012644454113,0.5718673154174362,0.763875982134909,0.0106721379360484,0.0042920287655284,0.0,0,0.0,0.0,0.0304186973309834,0,0.0,0.1224332790821142,0,0,0,6,0.3619324692007705,0.0,1.0,0.333
52,0.8450804460242449,0.4829084356437602,0.1652078457188683,0.0373950998329474,6.179883204585706,1.5367109888032813,2054.801075386811,240.0199076696969,-268.5156842241306,1917.891462148448,0.1779034090851435,0.9351207529518548,0.4042340004342789,0.1413865294607507,1.145069356311798,0.0103265897091616,0.0040865443096568,0.0,0,0.0,0.0,0.0,0,0.0,0.1138426284532978,0,0,0,6,0.3596378016737234,0.0,1.0,0.333
53,0.9282454654518152,2.907853632083149,-1.0023693724537104,0.1221138651737921,1.8481904355138048,1.3142858114196985,2375.224733554513,1832.504811785404,875.2562517956876,627.8239085319958,0.0542368297007208,0.2026111482475999,0.3192973557710754,0.7039329286929045,0.2863644573348625,0.0106996203504498,0.0017773464105753,0.0,0,0.0,0.0,0.0,0,0.0,0.1105254660839569,0,0,0,6,0.3594426744755269,0.0,1.0,0.333
54,0.4551173562583462,0.8572678814735551,0.7837661937892437,0.6192017828104862,5.489439165274175,-0.476627271753363,346.5347041312275,618.3838143185324,2476.5447316605487,550.7757201127367,0.953564300484723,0.6019976781176607,0.1493030116011034,2.0150974714663823,1.5202140867219065,0.0267609766653293,0.04014611235483,0.225744107617113,0,0.0,0.0,0.1720739640410768,0,0.2659984579799537,0.0549105554217272,0,0,0,6,0.39521924029763944,0.0,1.0,0.333
55,0.765359974521941,2.401506669973012,-0.6775093918254261,0.6434296465262884,5.004091626503061,-1.4751532946131327,1108.8038916620071,578.920247137502,399.27955585394216,253.3673794396481,0.1726908299525213,0.9711309843686134,0.2805993847847058,1.9350869174941845,0.9531735518717964,0.0135497022982102,0.0055305600626123,0.0,0,0.0,0.0,0.0018911034934066,0,0.0,0.1151095673842846,0,0,0,6,0.3598235688751583,0.0,1.0,0.333
56,0.2205356714681349,5.635662740507031,0.5675536052984871,0.9735872425177045,1.9408954697328304,-0.2661370955102184,2254.0622731233298,1770.056731810087,66.87241986477625,1806.8301552151936,0.2224786012383227,0.5146498282881188,0.6178593299536642,1.829070321166534,0.5600982400531711,0.0226853668634362,0.0509434200845558,0.2621188478738673,0,0.0,0.0,0.2571301852981329,0,0.0,0.0484894523385474,1,0,0,6,0.4451610873829734,0.0,1.0,0.333
57,0.1212014400270563,3.694560350678278,-1.460915655737442,0.1471371048865679,2.2563353865752385,0.8412736829747436,598.236946562487,2487.6052506826086,2022.4266649232893,1910.0844754458303,0.0032014076617289,0.893904539217212,0.5331178825194685,0.6428100306020021,1.128657708148535,0.0089411520100591,0.026851578973738,0.0,0,0.0,0.0,0.2625263217025276,0,0.0,0.1289849531090769,0,0,0,6,0.3759712514595061,0.0,1.0,0.333
58,0.5733951647140121,4.995675419695419,-1.4924967418914634,0.9554298699797128,2.58075757003903,-1.3009610957548947,1301.0896265987665,2127.959271361128,1474.7996211742802,470.1579426327919,0.0005540964247976,0.1741708178160127,0.5803663669019515,1.854335296876938,1.0660459926762398,0.0191204636966947,0.0874732642912949,1.0,0,0.0,0.0,0.0,0,0.2432969215491559,0.0,1,0,0,6,0.4848998189146562,0.0,1.0,0.333
59,0.1372595973184751,1.5149766370965148,1.279650784905726,0.4329131164137003,4.680009342729531,-0.1999287763174979,361.5288876158934,1719.3928700114857,2362.1028814122205,2138.9241492136944,0.6135325924232293,0.924945103636741,0.2554043884553398,2.731887355391529,0.7357251862664551,0.0222538605083722,0.0167834660251741,0.0710202653985417,0,0.0,0.0,0.0,0,0.0,0.0760598925009611,1,0,0,6,0.4204164798764413,0.0,1.0,0.333
60,0.6384582088637033,1.2075757228077288,-0.4924552037205207,0.2287713107368665,1.0852522863096672,-0.8891807045449648,1404.5397138957114,2070.636097988475,238.72760385151943,99.94315027560184,0.3673729804398984,0.4791220733161951,0.0047193750385362,1.2247228555042105,1.485425190576631,0.0154021370435174,0.0109897014179274,0.0,0,0.0,0.0,0.1126924635627786,0,0.0,0.0806772392715467,0,0,0,6,0.36431586487260736,0.0,1.0,0.333
61,0.7859199644037489,1.0529227647400772,-1.3851306617263988,0.7695744336201014,5.951539299356201,1.1385614912208997,1087.330833533924,1604.0783257116957,1516.060616713428,1468.802265627293,0.6378206507423166,0.4541624945860595,0.0452224202334551,0.4033979440790131,0.5309381418395005,0.0094846039399053,0.0040405467002432,0.0,0,0.0,0.0,0.0316903191669497,0,0.0,0.1305739573317468,0,0,0,6,0.36248613391168805,0.0,1.0,0.333
62,0.495540946157612,5.853156333479249,1.2668906208220516,0.4193313541435143,1.0341333978474554,1.3032979218145355,57.94848301652371,1726.676201332185,2094.1213659562063,850.191221372784,0.939517595612926,0.8162444777821325,0.6773945780077351,0.4628195809359403,1.0242242936300938,0.0072802762708322,0.0595930897828362,0.0,0,0.0,0.0,0.6134855114976515,0,0.0,0.1592009781925107,0,0,0,6,0.3983933229229507,0.0,1.0,0.333
